Years ago	SST (degree C)
0.0	28.64901424590337
0.0796812749003984	28.824546113433083
0.1593625498007968	29.194306561430206
0.2390438247011952	29.32293436070685
0.3187250996015936	28.429753987583
0.398406374501992	27.929758912915247
0.4780876494023904	27.97376384465222
0.5577689243027888	27.364205014961435
0.6374501992031872	26.859157684219515
0.7171314741035857	27.296742609291357
0.796812749003984	27.36097469215626
0.8764940239043825	27.860281073928924
0.9561752988047808	28.59258868146981
1.0358565737051793	28.312041330387096
1.1155378486055776	28.50252465024609
1.195219123505976	28.717339145012144
1.2749003984063745	28.216150663899672
1.3545816733067728	28.11427419977858
1.4342629482071714	27.24759277734364
1.5139442231075697	26.730283485814976
1.593625498007968	27.459694630676463
1.6733067729083666	27.0862417060696
1.752988047808765	27.540258461406378
1.8326693227091635	27.59257554413596
1.9123505976095616	28.376685182642444
1.99203187250996	28.9393021806974
2.0717131474103585	28.69470192677331
2.151394422310757	29.018734809288137
2.231075697211155	28.35980839302436
2.310756972111554	27.952491875062016
2.3904382470119523	27.35948801633118
2.47011952191235	27.729658051568244
2.549800796812749	27.035950832578617
2.6294820717131477	26.85666131752879
2.7091633466135456	27.786763473630955
2.788844621513944	27.67374690500869
2.8685258964143427	28.622659078501425
2.948207171314741	28.338124366620505
3.0278884462151394	28.66154418533047
3.1075697211155378	28.98508377454517
3.187250996015936	28.781539973998623
3.2669322709163344	28.11141048435699
3.346613545816733	27.525305515283527
3.4262948207171315	27.103643487538776
3.50597609561753	26.61644340288977
3.585657370517928	26.97802133369715
3.665338645418327	27.421808368712064
3.745019920318725	28.377136667865678
3.824701195219124	28.68308548687053
3.904382470119522	28.417113357175616
3.98406374501992	29.17722519081844
4.063745019920319	28.83050071965954
4.143426294820717	28.37692339990821
4.223107569721115	28.263502886652255
4.302788844621514	27.889299856748785
4.382470119521912	27.49335863195042
4.46215139442231	26.828234743033207
4.541832669322709	27.1212108834602
4.621513944223108	27.679379029421067
4.701195219123506	28.372663538136702
4.780876494023905	28.456247728646414
4.860557768924303	28.910327710785293
4.940239043824701	28.768099507798198
5.0199203187251	28.60716341656024
5.099601593625498	28.84375774671826
5.179282868525896	28.50687200857125
5.258964143426295	27.5783969635259
5.338645418326693	27.53503446558317
5.418326693227091	27.20849080751429
5.49800796812749	27.040438669834028
5.577689243027888	27.708418681652525
5.657370517928287	28.561410969939796
5.7370517928286855	28.60925218826701
5.816733067729084	29.45541850052864
5.896414342629482	28.33407646877308
5.9760956175298805	29.232596155097006
6.055776892430279	28.64611412047145
6.135458167330677	28.030297794860243
6.215139442231076	27.647528232960653
6.294820717131474	26.657703921835296
6.374501992031872	27.054098433648747
6.454183266932271	27.36110836766909
6.533864541832669	28.063368213422457
6.613545816733067	27.96451893451791
6.693227091633466	28.397451919132045
6.772908366533865	28.855498290709075
6.852589641434263	29.414620635310623
6.932270916334661	29.104650736682345
7.01195219123506	28.48107193886989
7.091633466135458	28.293980229934007
7.171314741035856	27.66912326480441
7.250996015936255	27.56456809337543
7.330677290836653	26.929384071836797
7.410358565737051	27.175675952236237
7.49003984063745	27.522367554060352
7.569721115537848	27.700945515560363
7.649402390438247	28.74883608311937
7.729083665338646	29.104341985438403
7.808764940239044	29.161534036992737
7.888446215139442	28.955649263771893
7.968127490039841	28.23538877738488
8.047808764940239	28.03380640317039
8.127490039840637	27.55718564504197
8.207171314741036	27.05329141544908
8.286852589641434	27.1116142865002
8.366533864541832	27.415189853259925
8.44621513944223	28.22585577036316
8.525896414342629	28.212373343849556
8.605577689243027	28.75726511721683
8.685258964143426	29.023691629054586
8.764940239043824	28.60436863541029
8.844621513944222	29.038071241149677
8.92430278884462	28.69806906298231
9.003984063745019	28.918972633745582
9.083665338645416	27.622291710565666
9.163346613545816	27.404438798915645
9.243027888446216	27.169586469088426
9.322709163346614	26.963371184929706
9.402390438247012	28.022846844354508
9.48207171314741	28.405579909806036
9.56175298804781	28.937309584112917
9.641434262948207	28.793209167346014
9.721115537848606	29.62083829328083
9.800796812749004	28.64547008494675
9.880478087649402	28.87605712814008
9.9601593625498	28.857136687742997
10.0398406374502	27.402839102460792
10.119521912350598	27.16408527733473
10.199203187250996	27.229895409526293
10.278884462151394	27.1829318999807
10.358565737051793	27.23480097068016
10.43824701195219	28.220568892441808
10.51792828685259	28.40130888588217
10.597609561752988	29.22810313297499
10.677290836653386	28.944172729729857
10.756972111553784	29.5510057252897
10.836653386454184	28.485024012299128
10.91633466135458	28.123381545138297
10.99601593625498	27.9640551652109
11.075697211155378	26.984715301285373
11.155378486055776	27.28823798038124
11.235059760956176	27.74611742250029
11.314741035856574	27.237755029631632
11.394422310756973	28.27539015755969
11.474103585657373	28.817964838274527
11.55378486055777	29.34057226531763
11.633466135458168	28.86891478673657
11.713147410358566	28.70988841985915
11.792828685258964	28.896582469685068
11.872509960159364	28.329095401969955
11.95219123505976	27.81514785510376
12.03187250996016	27.47790905906465
12.111553784860558	27.03599258352645
12.191235059760956	27.44365070536386
12.270916334661354	27.8279217419896
12.350597609561753	28.025694574592087
12.430278884462153	29.31973235334343
12.50996015936255	29.26817528005797
12.589641434262948	28.902608950839205
12.669322709163346	29.322991486374587
12.749003984063744	28.467595498931804
12.828685258964144	28.496125381122734
12.90836653386454	28.10757867370222
12.98804780876494	27.147769900710053
13.067729083665338	27.549012838773297
