Years Ago,SST (°C)
0.0,28.371178337662425
0.08336807002917883,28.904382016094708
0.16673614005835766,29.166324131512084
0.25010421008753647,28.885685509083903
0.3334722801167153,28.5188469529635
0.41684035014589416,27.797739300660893
0.5002084201750729,27.311133893138216
0.5835764902042518,26.72486454447974
0.6669445602334306,27.53821191416075
0.7503126302626094,26.77582187820343
0.8336807002917883,27.308802054667062
0.9170487703209671,27.80281879573566
1.0004168403501459,28.788485649890333
1.0837849103793247,28.799216198504418
1.1671529804085037,29.397665681410288
1.2505210504376825,28.688988637520033
1.3338891204668613,28.610376031076477
1.41725719049604,27.777741027831993
1.5006252605252188,28.173557243542522
1.5839933305543978,26.8093749371178
1.6673614005835766,27.126293441079778
1.7507294706127554,27.359122249907447
1.8340975406419342,27.660821680048286
1.917465610671113,27.982763014550113
2.0008336807002918,28.501070463693978
2.084201750729471,28.92085288039276
2.1675698207586493,28.999250795926624
2.2509378907878284,29.200207896638666
2.3343059608170074,29.209843019693743
2.417674030846186,27.881105945114573
2.501042100875365,27.139079948143785
2.5844101709045435,27.159178185128276
2.6677782409337225,27.827268366114968
2.7511463109629015,26.947895152043902
2.83451438099208,28.04842532925306
2.917882451021259,28.561667893243357
3.0012505210504377,28.39394853790861
3.0846185910796167,29.098412699361614
3.1679866611087957,29.551878720160737
3.2513547311379742,28.81731417611095
3.3347228011671532,28.505620347992632
3.418090871196332,27.893857543239335
3.501458941225511,27.26560215961665
3.58482701125469,27.010887872920854
3.6681950812838684,26.706181821597
3.7515631513130474,27.21923089971959
3.834931221342226,27.34570665510925
3.918299291371405,28.148501759364652
4.0016673614005835,28.113264653366922
4.0850354314297626,29.04699018207737
4.168403501458942,29.333426758511855
4.251771571488121,28.352940142442762
4.335139641517299,28.698919763784616
4.418507711546478,28.456670851972916
4.501875781575657,27.22714521002415
4.585243851604836,27.72745118929897
4.668611921634015,27.219077941242496
4.751979991663193,27.017510639321305
4.835348061692372,27.57997623793654
4.918716131721551,28.265872396390947
5.00208420175073,28.62284330145874
5.085452271779909,29.129361246953945
5.168820341809087,28.827174328912374
5.252188411838266,29.021877419232027
5.335556481867445,28.182596780565856
5.418924551896624,28.075010672633322
5.502292621925803,27.33887355999908
5.585660691954981,27.025028827277733
5.66902876198416,27.484208527802817
5.752396832013339,27.57641556903411
5.835764902042518,27.799456734313004
5.919132972071697,27.79068883003966
6.002501042100875,28.525127485933577
6.085869112130054,29.351672096020792
6.169237182159233,29.165899817735156
6.252605252188412,29.686876370822713
6.335973322217591,28.744714818262665
6.4193413922467695,28.186001562791944
6.5027094622759485,27.53731924998477
6.5860775323051275,27.30575841829635
6.6694456023343065,27.087647961132525
6.7528136723634855,27.481463472669407
6.836181742392664,27.92373432988623
6.919549812421843,27.90259415809605
7.002917882451022,28.240688471581688
7.086285952480201,28.45688951090305
7.16965402250938,29.29579047852395
7.253022092538558,28.680075863783046
7.336390162567737,28.00086062536561
7.419758232596916,28.264968746011228
7.503126302626095,28.39796238128236
7.586494372655274,27.2838832102067
7.669862442684452,27.404944481189183
7.753230512713631,27.313588014034103
7.83659858274281,27.627065075697512
7.919966652771989,28.43412227795177
8.003334722801167,28.57298433119943
8.086702792830346,29.107977153862613
8.170070862859525,29.259910759115996
8.253438932888704,28.830667046349294
8.336807002917883,28.964348844919314
8.420175072947062,28.115915574450316
8.503543142976241,27.44334731501167
8.58691121300542,27.46666577354679
8.670279283034597,26.90386519112338
8.753647353063776,27.317501890487573
8.837015423092955,27.674004609468597
8.920383493122134,28.504176339611913
9.003751563151313,28.82248450112701
9.087119633180492,29.040259708824504
9.170487703209671,29.42873964382428
9.25385577323885,29.468164783954407
9.33722384326803,28.854087568770918
9.420591913297208,28.19151762421896
9.503959983326386,27.29652832996148
9.587328053355565,27.006187058360062
9.670696123384744,27.101846511161295
9.754064193413923,27.14620221943606
9.837432263443102,27.640657254373227
9.92080033347228,28.21541098413858
10.00416840350146,28.858991194377047
10.087536473530639,29.046626499837323
10.170904543559818,29.349368584019057
10.254272613588997,29.090453180499257
10.337640683618174,28.1141128437662
10.421008753647353,27.92661955692732
10.504376823676532,27.666861269757046
10.587744893705711,26.982821071237346
10.67111296373489,27.39340087827356
10.754481033764069,27.808289466593955
10.837849103793248,28.082385537585058
10.921217173822427,28.154391482197386
11.004585243851606,29.167309545932017
11.087953313880783,29.132384707222688
11.171321383909962,29.122300636342786
11.254689453939141,28.90709839380094
11.33805752396832,28.636020244532926
11.4214255939975,28.11197546631758
11.504793664026678,27.78122073999318
11.588161734055857,27.41391002521164
11.671529804085036,27.234344402127725
11.754897874114215,27.500154004621752
11.838265944143394,28.093959201318768
11.921634014172572,28.52329892091585
12.00500208420175,28.294630651149063
12.08837015423093,28.34161646639847
12.171738224260109,29.523730737856983
12.255106294289288,28.701063920145597
12.338474364318467,28.679339866718564
12.421842434347646,27.897402940869146
12.505210504376825,27.20951007881353
12.588578574406004,27.54818498616512
12.671946644435183,27.481185480979498
12.75531471446436,27.216127770286835
12.838682784493539,26.979460968046396
12.922050854522718,28.09456768261471
13.005418924551897,28.8776495801118
13.088786994581076,28.68412767304382
13.172155064610255,29.31845107722595
13.255523134639434,29.126542911725327
13.338891204668613,28.940565273973696
13.422259274697792,28.304319296018203
13.505627344726971,27.47819186463007
13.588995414756148,27.764725955010032
13.672363484785327,27.225888397787614
13.755731554814506,27.400897865458873
13.839099624843685,27.496801604774912
13.922467694872864,28.145464678540005
14.005835764902043,28.514675901089973
14.089203834931222,29.095925662506033
14.172571904960401,29.796963982141914
14.25593997498958,28.73957386040482
14.33930804501876,28.302717741537354
14.422676115047937,28.72980462054904
14.506044185077116,27.727323780555984
14.589412255106295,27.225041019719715
14.672780325135474,27.605427012721535
14.756148395164653,27.247412902197794
14.839516465193832,28.34459324336796
14.92288453522301,28.501835452106242
15.00625260525219,28.653751629661333
15.089620675281369,29.815010281269714
15.172988745310548,29.121745298005212
15.256356815339725,29.393781151694025
15.339724885368904,28.896582271829327
15.423092955398083,28.6989842459276
15.506461025427262,28.278582579526603
15.589829095456441,27.45537242284442
15.67319716548562,27.08743858220586
15.756565235514799,27.587097543807594
15.839933305543978,27.61348405518525
15.923301375573157,28.922482201769448
16.006669445602334,28.86109398823687
16.090037515631515,29.078229688703434
16.173405585660692,29.37887220347269
16.256773655689873,28.787022990039326
16.34014172571905,28.535318622961185
16.423509795748227,28.68859436829829
16.50687786577741,27.63306927362413
16.590245935806585,27.15170622012711
16.673614005835766,27.4944681058749
16.756982075864943,27.82482548413176
16.840350145894124,28.052492996117405
16.9237182159233,28.637288670060208
17.007086285952482,28.613103199148213
17.09045435598166,28.781291290881516
17.17382242601084,29.793876544106862
17.257190496040018,29.114365262052594
17.340558566069195,28.77156126638487
17.423926636098376,28.746936775276684
17.507294706127553,28.01701489694275
17.590662776156734,27.622554183363178
17.67403084618591,28.002981320394042
17.75739891621509,27.29606710542582
17.84076698624427,28.135167378149255
17.92413505627345,28.375586638594594
18.007503126302627,28.94072774618503
18.090871196331804,29.68638335563483
18.174239266360985,29.515835512214107
18.257607336390162,29.39266637422713
18.340975406419343,29.188571709321327
18.42434347644852,28.259001050666104
18.5077115464777,27.618391330727853
18.591079616506878,27.19235343033939
18.67444768653606,26.783581976917922
18.757815756565236,28.125993050328965
18.841183826594417,27.545861166815385
18.924551896623594,28.312114950856742
19.00791996665277,28.79711440936638
19.091288036681952,29.34007317386081
19.17465610671113,29.62821428589601
19.25802417674031,29.50932793382717
19.341392246769487,28.71190461336471
19.424760316798668,28.33835869220005
19.508128386827845,27.974936552883047
19.591496456857026,27.45119718749764
19.674864526886203,27.87570096334372
19.75823259691538,27.676431733645348
19.84160066694456,28.117295349153835
19.92496873697374,28.5973637553397
20.00833680700292,29.252208893385657
20.091704877032097,29.322165968936194
20.175072947061278,29.01445187455447
20.258441017090455,29.39110060965204
20.341809087119636,28.711429113604844
