Years Ago,SST (°C)
0.0,28.37380640317039
0.08368200836820083,28.76488468899377
0.16736401673640167,28.762664099568244
0.2510460251046025,28.822660610786727
0.33472803347280333,28.627909817713817
0.41841004184100417,28.574223971199977
0.502092050209205,27.562415184853737
0.5857740585774058,27.22295519460394
0.6694560669456067,26.99105534660906
0.7531380753138075,26.573405993132127
0.8368200836820083,27.508782239038876
0.9205020920502092,28.036479104823314
1.00418410041841,29.259056315753956
1.0878661087866108,28.83007443652583
1.1715481171548117,29.11389516504318
1.2552301255230125,28.880716475383323
1.3389121338912133,28.176174831391965
1.4225941422594142,28.371298727199697
1.506276150627615,27.755705432818583
1.5899581589958158,27.403083343508392
1.6736401673640167,26.760656566908857
1.7573221757322175,27.589959333011038
1.8410041841004183,27.116264764844324
1.9246861924686192,28.214550851989454
2.00836820083682,29.19730405175973
2.092050209205021,28.61070551042933
2.1757322175732217,28.873625325470634
2.2594142259414225,28.94110909782956
2.3430962343096233,28.395819228451334
2.426778242677824,27.583336535533714
2.510460251046025,27.57077809746273
2.594142259414226,26.867166327286014
2.6778242677824267,27.195634214546203
2.7615062761506275,26.913377451468435
2.8451882845188283,28.021884087195637
2.928870292887029,27.82360141815687
3.01255230125523,28.463632591163403
3.096234309623431,29.17200525518781
3.1799163179916317,28.694339031429646
3.2635983263598325,28.99953535069287
3.3472803347280333,28.95908843297929
3.430962343096234,27.586374276493558
3.514644351464435,27.625683044588982
3.598326359832636,27.283905961686745
3.6820083682008367,27.30818702889721
3.7656903765690375,26.83820319048352
3.8493723849372383,27.18085046377346
3.933054393305439,28.23524355755118
4.01673640167364,28.66943013000343
4.100418410041841,29.023181627089034
4.184100418410042,29.187616471217293
4.2677824267782425,28.747373635846454
4.351464435146443,28.65670539785123
4.435146443514644,28.176624670859898
4.518828451882845,27.376071143629744
4.602510460251046,27.78575715876401
4.686192468619247,27.23587372564592
4.7698744769874475,26.871981036594516
4.853556485355648,27.794037212297262
4.937238493723849,27.806340268806277
5.02092050209205,28.836543791164576
5.104602510460251,29.315696127695862
5.188284518828452,28.857560994871058
5.2719665271966525,29.260477573101667
5.355648535564853,28.730947248792248
5.439330543933054,28.355404658877006
5.523012552301255,28.17949814584221
5.606694560669456,27.17249205262809
5.690376569037657,26.887686682073507
5.7740585774058575,26.982601438876024
5.857740585774058,27.37241172622585
5.941422594142259,28.095697939058613
